f77-zmq, 6480, 89660
fdupes, 2584, 5583
ecp-data-vis-sdk, 15939, 14283
ffsb, 2403, 2013
figlet, 2403, 2013
file, 2404, 2020
fimpute, 2401, 1999
fermikit, 2462, 2885
dyninst, 43260, 763823
filebench, 6408, 90786
ebms, 42163, 751076
dtcmp, 42173, 755434
fixesproto, 2512, 4611
ecdsautils, 42219, 752277
dtf, 42185, 751693
fj, 2400, 1992
fipscheck, 3143, 20479
eccodes, 43095, 769741
eckit, 42980, 779704
fermi, 2939, 12828
fjcontrib, 2509, 3347
delly2, 46959, 859776
eigen, 42186, 749575
ecflow, 42329, 750056
delphes, 49593, 907271
dysco, 46328, 822901
emboss, 42160, 749672
dlib, 56137, 991343
dbow2, 56207, 995127
eem, 42154, 751060
elsd, 42154, 751310
elsdc, 42154, 751310
fermisciencetools, 2401, 1999
dire, 49539, 907269
dd4hep, 54049, 967535
datatransferkit, 65226, 996143
double-conversion, 42132, 746816
entt, 43019, 772071
diamond, 42217, 749728
dftbplus, 69810, 1074060
flecsale, 7707, 6478
filtlong, 2438, 2876
flashdimmsim, 2401, 1999
fontcacheproto, 2401, 1999
findutils, 2421, 2139
fl, 2401, 1999
flash, 2437, 2869
flac, 2583, 7116
fonttosfnt, 2824, 13493
flint, 3276, 23991
font-util, 3903, 30977
fluxbox, 3640, 35571
fontconfig, 6242, 86211
dock, 42161, 751185
ember, 42148, 751042
eigenexa, 42355, 765798
elk, 44036, 768545
enzyme, 42277, 749821
embree, 42609, 756944
foam-extend, 24198, 22139
fontsproto, 2512, 4611
dramsim3, 42148, 749418
flex, 6367, 89128
flit, 7112, 98630
edm4hep, 49938, 915425
fann, 42172, 749476
ermod, 42348, 756106
fqtrim, 2401, 1999
ethminer, 42236, 750430
exiv2, 42190, 749740
faiss, 44984, 774840
dhpmm-f, 42152, 751257
doxygen, 42843, 768968
fairlogger, 42543, 753291
dsdp, 42154, 751310
fabtests, 42256, 749690
fastjson, 42154, 749891
everytrace, 42199, 751293
erne, 42205, 749655
dray, 87701, 1209140
exa, 42148, 749416
dealii, 86184, 1269124
dftfe, 87775, 1283253
fr-hit, 6338, 87519
druid, 42161, 749940
fpc, 2401, 1999
faodel, 42313, 751910
exciting, 42748, 771228
falcon, 42433, 760256
fping, 3143, 20479
fplll, 3277, 23910
freexl, 2401, 1999
freeimage, 2401, 1999
fraggenescan, 2401, 1999
fujitsu-mpi, 2542, 2232
fslsfonts, 2631, 9460
freetype, 2720, 9020
fast-global-file-status, 42517, 760985
fyba, 3141, 20465
dssp, 42202, 749983
g4abla, 2402, 2006
eztrace, 42156, 751051
esmf, 43690, 797084
extrae, 43630, 773156
g4photonevaporation, 2405, 2027
faust, 42148, 749418
g4particlexs, 2404, 2020
fribidi, 3141, 20465
g4realsurface, 2404, 2020
fstobdf, 3445, 30947
g4saiddata, 2402, 2006
g4radioactivedecay, 2405, 2027
g4pii, 2401, 1999
etcd, 42196, 749534
cosmoflow-benchmark, 93349, 1472161
freeipmi, 6514, 95469
frontier-client, 6638, 90351
elfutils, 42412, 752213
elfio, 42251, 749646
express, 42241, 752687
darshan-runtime, 42491, 755109
fasttext, 42175, 749497
elasticsearch, 42149, 749768
exempi, 42208, 750114
exampm, 47968, 805294
enzo, 42184, 751214
eq-r, 42560, 765773
form, 3188, 21954
exabayes, 42216, 751170
g4ensdfstate, 2403, 2013
dislin, 42273, 755389
examl, 42165, 751125
drill, 42161, 749825
fastq-screen, 43232, 781511
fortran, 2401, 1328
g4incl, 2401, 1999
fio, 42224, 749934
gams, 2401, 1999
gapbs, 2407, 2017
feq-parse, 42268, 749670
fenics-basix, 42855, 763773
gapcloser, 2401, 1999
g4ndl, 2402, 2006
g4tendl, 2402, 2006
gapfiller, 2911, 12697
gcta, 2424, 2043
ffmpeg, 43149, 774103
findbugs, 42149, 749768
flibcpp, 42220, 749861
genrich, 2401, 1999
ganglia, 6538, 94919
gawk, 6425, 91398
gaussian, 2402, 2006
gblocks, 2401, 1999
gccmakedep, 2494, 3794
flume, 42160, 749816
geoip, 2403, 2013
figtree, 42147, 749754
geoip-api-c, 3143, 20479
giflib, 3150, 20495
fastqc, 42156, 749903
fmt, 42266, 749729
fujitsu-ssl2, 2555, 2252
flux-core, 43121, 777774
g4emlow, 2406, 2034
fftw, 42325, 751718
gdrcopy, 2405, 2027
g4neutronxs, 2401, 1999
gemmlowp, 2401, 1999
flatcc, 42186, 749545
flexi, 42562, 758318
formetis, 42418, 759155
ffb, 42335, 765538
gettext, 6242, 86206
fltk, 42168, 749816
flux-sched, 43332, 782441
gdbm, 2571, 5585
folly, 42798, 767684
ferret, 43531, 790864
gaussian-src, 2716, 5764
flink, 42160, 749816
flcl, 46912, 785326
fp16, 42182, 749629
ghostscript-fonts, 2401, 1999
fastmath, 74801, 1103999
glfmultiples, 2437, 2869
glproto, 2512, 4611
glpk, 3173, 21371
geant4-data, 3126, 12848
gmap-gsnap, 2578, 6363
gengetopt, 2938, 13594
gnat, 2401, 1999
gnome-common, 3149, 20521
gmp, 3147, 20507
glibmm, 7161, 99660
gmake, 6536, 92670
fullock, 3146, 20500
flecsph, 53814, 899884
glusterfs, 6539, 95636
glib, 7124, 97779
fxdiv, 42186, 749745
fzf, 42227, 749629
funhpc, 42475, 760387
genemark-et, 3228, 25989
examinimd, 42884, 758441
fbgemm, 42262, 749878
foundationdb, 42306, 753204
flatbuffers, 42203, 749797
flexiblas, 42132, 746801
fstrack, 48723, 927904
